城市,省份,板块,维度,状态,条件说明,来源名称/链接,来源日期
重庆,重庆市,贷款,最长贷龄30年,支持,,https://www.cqgjj.cn/zwgk/gsgg/3147.htm,政府网站
重庆,重庆市,提取,购房一次性提取,支持,2025年11月6日起全款购房，职工、配偶、子女及双方父母每人每年可提取一次，累计不超5次，合计不超购房总价款，办理时限由2年放宽至5年。,,
重庆,重庆市,提取,租房提取限额,支持,租商品住房按限额：中心城区每人1800元/月、夫妻3600元/月；中心城区以外区县每人1500元/月、夫妻3000元/月；租公租房按实际房租，夫妻合计不超一年租金。,,
重庆,重庆市,提取,多孩租房上浮,支持,两个及以上子女家庭租房提取额度在非多子女标准上提高50%：中心城区每人2700元/月、夫妻5400元/月；其他区县每人2250元/月、夫妻4500元/月。,,
重庆,重庆市,提取,加装电梯提取,支持,2026年6月起提取时限由项目竣工后1年放宽至5年，可提取1次；范围含本人、配偶、子女及双方父母；新增支持更新电梯，合计金额不超实际承担费用。,,
重庆,重庆市,提取,大病救助提取,支持,职工或其直系亲属（配偶、子女、父母）患恶性肿瘤等重大疾病造成家庭生活严重困难的，每年可提取一次，额度不超过当年医疗费用个人负担部分。,,
重庆,重庆市,提取,既提又贷,支持,市政府新闻发布会明确支持公积金贷款购房“又提又贷”：既提取余额支付首付款又申请公积金贷款；公积金贷款购房首付款提取限于贷款发放之日起1年内。,,
重庆,重庆市,提取,首付直付,支持,渝公积金发〔2024〕120号：使用商业性个人住房贷款购买新建商品住房，合同备案后即可申请提取直付首付款，资金直接划入商品房交易资金监管账户。,,
重庆,重庆市,提取,代际互助,支持,全款购房可由职工、配偶、子女以及职工与配偶双方父母提取，合计不超购房总价款；加装电梯提取范围亦放宽至缴存人配偶的父母，含双方父母。,,
重庆,重庆市,提取,按月冲还商贷,有条件支持,仅限与中心建立商业贷款信息协查机制的银行（工行、农行、中行、建行、交行、兴业、中信、招商、民生、重庆银行等），且须为重庆市内购房。 重庆公积金中心与10家主要商业银行建立商贷信息协查机制，职工在上述银行使用商贷在渝购房且能通过数据协查核实的，可签约“商业贷款约定提取”，系统每月按约定时间自动划转上月已还本息；2026年8月新政将商贷提取频次放宽至每月一次。,,
重庆,重庆市,提取,物业费提取,未确认,重庆市住房公积金管理中心公布的提取情形分为购房类、租房类、还贷类、销户类、特殊困难类、灵活就业类六大类，均无物业费提取。截至查证日重庆未出台物业费提取细则，仅国家条例层面授权(9月20日施行)，本地暂不能办。,,
重庆,重庆市,提取,住房装修提取,不支持,不允许。重庆现行提取范围只含“建造、翻建、大修具有产权自住住房”：自审批文件批准之日起1年内职工及配偶各可提取一次，合计金额不超过建造、翻建、大修住房实际支出；大修须提供房产管理部门出具的房屋大修鉴定文件及大修费用发票。装修、装饰未列入任何提取情形，不可提取。,,
重庆,重庆市,提取,车位购置提取,支持,住房公积金缴存人及其配偶在本市行政区域内拥有产权住房的小区内购买车位的，自车位购买之日起满半年后、5年内，可依法依规使用1个车位提取1次住房公积金，合计提取金额不超过10万元。,,
重庆,重庆市,缴存-灵活就业,支持,,重庆市灵活就业人员参加住房公积金制度试点管理办法（渝公积金委发〔2021〕2号，万盛经开区管委会转发）,https://ws.cq.gov.cn/cqws_zwxxgkml/zcwjjjdkcs/zcwj_zfxxgkml/qtwj/202211/t20221104_11265130.html,2021
重庆,重庆市,缴存-缓缴,支持,,重庆市住房公积金管理中心办事指南——住房公积金缓缴,https://www.cqgjj.cn/ywzn/gjjhczn/2521.htm,2022
佛山,广东省,贷款,单双职工额度差异,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_7149296.html,政府网站
佛山,广东省,贷款,首套二套额度差异,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_7149296.html,政府网站
佛山,广东省,贷款,绿色建筑上浮,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_7149296.html,政府网站
佛山,广东省,贷款,二孩家庭上浮,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_7149296.html,政府网站
佛山,广东省,贷款,三孩家庭上浮,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_7149296.html,政府网站
佛山,广东省,贷款,人才青年上浮,支持,,https://www.foshan.gov.cn/slhwz/zcjd/content/post_5364048.html,政府网站
佛山,广东省,贷款,家庭共享额度代际互助,未检索到,未检索到公开来源,,空
佛山,广东省,贷款,商转公,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_7149296.html,政府网站
佛山,广东省,贷款,最长贷龄30年,支持,,https://fsgjj.foshan.gov.cn/xxgk/gzdt/content/post_6952465.html,政府网站
佛山,广东省,提取,购房一次性提取,有条件支持,仅限所购住房未使用住房贷款（全款购房）；使用住房贷款的须改办偿还购房贷款本息提取或公积金冲还贷。 全款购房可自购房日期起满6个月后、两年内一次性提取，额度不超过实际支付的购房款，每次提取后个人账户须留存不低于500元。,,
佛山,广东省,提取,租房提取限额,支持,租住商品住房月最高可提取1448元、年最高17376元（2025年7月至2026年6月，按上年职工月平均工资9653元×15%核定）；公租房按实际房租提取。,,
佛山,广东省,提取,多孩租房上浮,支持,多孩家庭（指现有三个以上未成年子女的家庭）租住商品住房按租房发票据实核定，月最高5792元、年最高69504元（月平均工资×60%）。,,
佛山,广东省,提取,加装电梯提取,支持,本市4层以上多业主无电梯住宅加装电梯，自特种设备使用登记证书登记之日起1年内可提取一次，额度不超过所分摊费用；自建房、别墅不属于可提取范畴。,,
佛山,广东省,提取,车位购置提取,不支持,办法第十八条明确，职工不得因购买写字楼、商铺、商用公寓、车位等非住宅申请提取住房公积金；自住住房须为性质是住宅的房屋。,,
佛山,广东省,提取,大病救助提取,不支持,现行提取情形仅购房、付首付、还贷、租房、加装电梯五类；市政府网答复“有重大疾病不属可提取范围”，大病医疗由专项医疗保障制度覆盖。,,
佛山,广东省,提取,既提又贷,支持,办理支付购房首付款提取后，可以该套住房申请公积金贷款，用于支付首付款的公积金可作为缴存余额纳入贷款额度计算；公积金贷款最低首付比例首套二套均20%。,,
佛山,广东省,提取,首付直付,有条件支持,限以贷款方式购买佛山行政区域内新建商品住房，楼盘须已在公积金中心备案，且须在商品房买卖合同备案前提出申请。 可申请支付购房首付款提取，额度不超过首付款金额，只可提取一次；申请后一年内未办理网签备案的自动撤销，合同解除的由开发企业全额退还至公积金专户。,,
佛山,广东省,提取,代际互助,有条件支持,限直系亲属（父母、配偶、子女）共同购买自住住房，或为职工及其配偶双方父母拥有产权的住宅加装电梯。 办法仅禁止与非配偶或非直系亲属共同购房提取，直系亲属可共同提取；加装电梯提取范围含职工及配偶双方父母的住宅。购房、还贷提取未开放父母子女账户直接互用。,,
佛山,广东省,提取,按月冲还商贷,支持,佛山“偿还购房贷款本息提取”在贷款偿还期内每月可提取一次，纯商贷购房即可办理；可签约提取划账续期实现按月自动划账，审核通过后资金于3个工作日内到账。,,
佛山,广东省,提取,物业费提取,未确认,现行《佛山市住房公积金提取管理办法》（2025年5月30日修订、2025年7月1日施行）第五条列举的住房消费提取情形共5类：购买、建造、翻建、大修自住住房，支付本市新建商品住房首付款，偿还购房贷款本息，在本市租房自住，本市既有住宅加装电梯，不含物业费。截至查证日佛山未出台物业费提取细则，仅国家条例层面授权（2026年9月20日施行），本地暂不能办。,,
佛山,广东省,提取,住房装修提取,不支持,不允许。佛山市12345（转市住房公积金管理中心意见）2026年8月5日答复明确：大修指需牵动或拆换住房部分主体构件，装修、装饰、中修、小修等行为都不属大修，因而不可提取住房公积金。现行《佛山市住房公积金提取管理办法》第五条住房消费提取情形只含购买、建造、翻建、大修自住住房，大修一次费用须在该建筑物同类结构新建造价25%以上。,,
佛山,广东省,缴存-灵活就业,支持,,佛山市住房公积金管理中心关于印发《佛山市灵活就业人员住房公积金缴存使用管理办法》的通知（佛房金管〔2023〕67号）,https://fsgjj.foshan.gov.cn/xxgk/tztg/content/post_5870589.html,2023-12-29
佛山,广东省,缴存-缓缴,支持,,佛山市住房公积金管理中心——公司经营困难，可以申请公积金降比或缓缴吗？,https://fsgjj.foshan.gov.cn/gkmlpt/content/5/5862/mpost_5862683.html,2024-03-01
东莞,广东省,贷款,单双职工额度差异,不支持,,https://app.dg.gov.cn/u/consult/show/B9D1B7E41CE08D23E6D01D8B4A02E2FF,政府网站
东莞,广东省,贷款,首套二套额度差异,不支持,,https://dggjj.dg.gov.cn/zwfw/bszn/dksp/zfgjjdkzcgf/content/mpost_4523969.html,政府网站
东莞,广东省,贷款,绿色建筑上浮,支持,,https://dggjj.dg.gov.cn/gkmlpt/content/4/4296/post_4296370.html,政府网站
东莞,广东省,贷款,二孩家庭上浮,支持,,https://dggjj.dg.gov.cn/gkmlpt/content/4/4296/post_4296370.html,政府网站
东莞,广东省,贷款,三孩家庭上浮,支持,,https://dggjj.dg.gov.cn/gkmlpt/content/4/4296/post_4296370.html,政府网站
东莞,广东省,贷款,人才青年上浮,支持,,https://dggjj.dg.gov.cn/gkmlpt/content/4/4296/post_4296370.html,政府网站
东莞,广东省,贷款,家庭共享额度代际互助,支持,,https://dggjj.dg.gov.cn/hdjl/cjwt/content/post_4389702.html,政府网站
东莞,广东省,贷款,商转公,支持,,https://dggjj.dg.gov.cn/gkmlpt/content/4/4296/post_4296370.html,政府网站
东莞,广东省,贷款,最长贷龄30年,支持,,https://dggjj.dg.gov.cn/gkmlpt/content/4/4296/post_4296370.html,政府网站
东莞,广东省,提取,购房一次性提取,支持,购买自住住房可申请提取发证当月或合同备案当月账户余额，提取额度不超过购房总价款；建造、翻建、大修按发票所载实际支出据实提取，不再受单价面积限制。,,
东莞,广东省,提取,租房提取限额,支持,规定标准700元、规定比例70%、额度上限1800元：月缴存额580元可取580元，800元取700元，3500元取1800元；保障房可按实际租金提取。,,
东莞,广东省,提取,多孩租房上浮,支持,养育至少一名未成年子女的二孩及以上多子女家庭，在本市无自有产权住房的，可按每月缴存额计算可提额度，不受70%比例限制，但仍不超过1800元上限。,,
